EFECTIVO;CXC;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CXP;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
8197964538;;3690069715;62357332220000000;;-29779921689999900;5790142523;29396650039999900;110657576;2912459599;;2789995112;10104056.55;10846103.13;5871721.67;7361358592;1
10061313990000000;4077866577;1159840246;6307241809;3386198343;;6440441998;2169404479;2615667176;1005571979;25507173219999900;;20309883.55;48909275.51;2889229417;35483138210000000;1
1689881496;6497729922000000;6553632793;4200781638;9408980753;6511507924;16834652419999900;63490280289999900;2003864462;;-10696424.54;6969864234;13951548.73;5345543562;5171733261;5127302408;1
2962985035;10040958.72;17108533.9;9115129737;1088961906;6794637804;34276488.66;2071215359;2649101316;1835726824;2765378211;-4708891131;78988961.37;130115685.9;17489107.14;;1
3335613043;43301716.31;3168112433;3979512.37;2595893837;-10790384.54;22734591.45;5528926807;28374148310000000;;22810141.07;;285407035.5;45166170.53;29380439.0;;1
5187612629;24138115.36;57002295.64;1821060959;;83180855479999900;63879507.14;;15325658.27;3187104.25;15043830.29;-7996199558999990;141745335.1;68331799.19;4565060754;7369316049;1
8090151415;28481393019999900;6732623082000000;3456727915;4565672324;-4845198.02;1534777033;1616010453;9570724045;6469348472;17797654.69;-1248913285;46639356.35;5226560509;;4331838254;1
3632572213;6492643247;1237755.63;8535183495;2400426273;4397076062;9558596605;2373034622;8611128379;6736909609;-6148220443;-1195810335;9929865.92;11053640.61;3824524736;9908341327;1
29118877369999900;;7280705956;2449646732;3002956815;-11389249.92;8765463272;2875250115;8501085623;1148127584;12867511.15;-2627955945;137285329.1;64500657.02;4032737738;3283744244;1
;6298086459;49827944019999900;1188559118;5172952589;;1160957854;;1827420014;28354022830000000;-11405475.89;-4687645419;7950113409;3916239.97;3068304966;1222395367;1
24157128619999900;71101391110000000;6289409746;4841632116;17139023380000000;6791922225;18580300.94;;5572470981000000;2190174519;-1622766.11;-29815360919999900;60251684.34;96181560.75;10529543.44;9217971797;1
2887050228;12108759.26;27103615.68;5154972237;1855240889;2116664497;21049543.39;5439366332;35493861160000000;;;-1174598303;95479511.18;301789595.0;38977471.62;28988483.96;1
7168771.21;25803422.95;7230212978999990;8410588163999990;15849664530000000;-4842611944;47203194.05;1949960268;3569080604;3143286106;4459568035;-4673717672;140875587.2;99927590.14;35748515.01;31463027.52;1
5242514131;;;16511442.76;2397412079;16522576409999900;;166909189;3817159183;2764411898;4648592121;-5601276397999990;86703970.31;400067638.9;23393409.28;16152061.45;1
6908921974;;46861464.27;1631627695;8325976947;7318868805;75099946.37;10969082959999900;1102868915;2484621202;;-5007645021000000;262933649.2;140066326.9;28138417.68;40700042.61;1
;3087475736;4439401309;;1219149895;;8125993084;1045852779;11567920890000000;2203412521;36282937010000000;;29959163.66;75678580.35;12778791.04;5365242722;1
3696252418;1121231.05;;52960966739999900;1123792273;8066389.58;3061498877;3760763075;1959114575;1699286588;-40164462060000000;9529908513;83320750.3;;22671473.48;19626601.75;1
2138239434;21466180.13;9097251681;;1700929279;;6353020196;1615297635;2187382971;16256212430000000;13783208.42;-1508931438;88909820.31;110053938.0;14100724.06;23858953.95;1
9319851841;;2612991906;1555160507;1618431769;-2986170372;13799261.78;2208965158;;2129490786;-1486213767;-13713147019999900;;187876444.0;28098799.38;22261104.44;1
3458596589;12726355790000000;14384652.81;13205211440000000;;8321847544;4267851742;2324843418;1221118812;7262508433;-8500679912;-41351178239999900;15969012.27;34365075.84;5326312848;;1
1561985125;30224886.41;14398599.58;11152625729999900;4891371819;40954808880000000;43009904.53;;5031909185;17633913.63;-3723791562;;;97121146.72;46651264.98;52658081.23;1
6126890069;47579813.66;54016027.6;17439071230000000;3077289064;7365287768999990;83601550.26;4782229368;2646746594;2587069733;17499113.48;-4790550135;410852391.4;;29255964.81;41110565.64;1
8352745796;;3881390567;6657476565;35469032939999900;;24981703.44;10569174170000000;15552926530000000;5365009461;13024506.77;2743754791;210555241.3;205614517.5;;40797028.33;1
8625107322;798472694;4964664261999990;8294098023;7205836945;-9106041640000000;3980087268;3470818468;;9347933118;1021020524;5008431805;15386739.68;17912233569999900;1270109.32;1758874179;1
5271131035;;34617078680000000;2954606222;;35655955489999900;10250668.97;4056018101;8426992589;2597219628;-5284143928;;66737423.68;9804857.22;11151190.13;11386504.97;1
3274552047;1147241633;24157459500000000;1841115.77;7388869947;-5138611873;;1851656632;2883674909;4708839257;;;2176384912;1469172602;8095014635;9243278659;1
2143190128;5936305057;8974884944;6172278269;4856606512;-6552483989;;191430753;782383167;3097805193;2854219889;1034487297;;74554764.25;27865197.81;27158047.28;1
2258850738;;1833641413;2872067591;1564335032;-8962813637;2581674266;1472263398;1742055273;;7576859871;-3601865616;38870199.93;15800629.72;;5865198469;1
1190169788;5460705786;3538939218;1398909471;171829878;-3487901383;2233538161;1341915399;5419510975;1730540973;5158891972;-3081203787;9487120791000000;10977847.57;2486979713;5711362.22;1
;35756978.72;8024294.59;2871470883;4244754694;-5608633818;;9066427565;7943787087;1415749917;;-1957440689;338273192.0;380367810.1;33854470.54;35619669.83;1
41276049;2019767.38;7431543416;3677543057;9627521652;82516447129999900;10161891.6;6905347536;;4529503795;1601542134;-29859096689999900;;18177289.89;7838455802999990;6889894.48;1
1034296223;13158696.39;9385012952;5031319892;2122283062;6498572433999990;18741006.45;;3868762182;3347147761;6674169249;;217441158.4;38568503.1;30766662.17;;1
;12366576.27;2787959548;11208961.11;1179763254;;;9286782821;6686479958;9219002901;-8683548643;-4358858595;20470165.28;267707999.1;11223560.68;;1
907364094;19773197.79;29223116.16;10937622140000000;4661279753;6205825353999990;;6708626877;6417018714;3623727707;;-3937214787;143626579.1;;;13686573.65;1
5426260655;14641391.49;57769310.39;1382655779;1123062123;8640214173;48940639.74;524953456;2230222978;20492232.61;-9588293.8;-2911516973;44545140.61;56481795.19;31301499.63;30353402.08;1
2040675.5;6444562.07;2875593.19;2631316698;1284577991;-8224218359;5489379687000000;2981525804;6495949576;;2686755255;-3655382986;53324561.48;;17875499.72;7390257828;1
2692334364;10609943.87;7775873561;1733496226;5195231182;-16424851709999900;16761952.43;6603071866;2620455758;37327657830000000;5884025119;-4337909.34;15449818.78;83780604.34;10234468.01;10384202.61;1
4281044395;4671943414;;3923586961;;;11502650.77;444054277;4633983268;5503558902000000;1716524.51;-1781707958;74568548.99;;3815701588;5218883258;1
1196981328;2211333466;;2652950493;1551473876;6333010182999990;;3466937529;6383902159;4657213227;-4829173.14;;3187769584;4017976.16;;4457794393;1
35366731139999900;18298730.33;4398445077;;;-9438832067;10567098.92;2956510678;1496712552;1463346.38;;7603687765;;90254735.57;32758347.67;;1
9052244482;21259368959999900;1877518421;5007028586;9099762054;-9580735395;9503073437;4920517963;6843067234;;-761240061;27724676789999900;9452111946;3571788.1;4512601016;5514211.56;1
2032482326;2498908875;;3600366651;2476671842;6518176026000000;8186716292;3199429403;6171642571;3476346389;-21652611.05;1205471013;;6514103482;3586229981;6435550676;1
1496982855;10745707.6;9301405609;;;5182364649;21225578.98;1120959257;1556487076;834703688;6886178701;-60574473379999900;42602712.37;32124624.79;5155084803;7889167.66;1
2297112357;10087971590000000;33887228799999900;3067705096;;-1329170251;1056364994;6430273955;6727218689;1400428806;1436578279;-1710998638;;9353238017;1903996323;2264601148;1
13849797219999900;3463626.67;1516200459;39910831339999900;27107217660000000;-8314570661;4483995162;227534225;984857316;3512095249;;1585354673;78612919.45;26441700.33;;9056125581;1
;7033108865;1657216492;1240431372;7416269530000000;7389106212;;27626264539999900;393899012;2399086.27;-22003205.61;4890124851;9043691571;5878474605;9457385613;18013632980000000;1
1421392999;13347403.3;22603652.94;2201227687;;5265785291999990;;3040519047;;3688256105;-6075014122;;;;53957717.68;34843859.3;1
19127134719999900;5149714826;2183092378;1235401249;1023029516;401547869;16169210.18;;;7202423.32;-6792892411;;58981975.89;16309302.6;29389455.68;25342912.47;1
5978266.3;;638234125;1686680061;1920708219;-13500744.18;1464657668;231402.07;;;6029310666;1020931218;78684604.07;;7189828543;11073304.59;1
1587854233;3561918234;;5771538165;;-6933086199;;6926182938;2826889044;17355556550000000;37187281139999900;-2280416329;13161430.94;;7635485511;6573456689;1
2428842414;14665670.55;3120747.6;711465381;1220892361;-2133789.73;6553780967999990;156939739;813222524;2807369167;;8243706392;121744573.6;28097225.47;31782659.84;28295109.11;1
20820813969999900;42602356.44;4922273232;9412642072;6872228577;-5068377763;42783038.11;1321260524;4972434739;2906312762;16768698.5;-3400250.57;114245826.8;60301064.63;19203368.74;20290826.87;0
3212393305;;2094351783;5392265243;5544268682999990;-6164488784;14494464.37;1579180639;;1147097304;7288850525;7779578734;219021188.9;69817976.54;23545706.69;19016493.64;1
1091930.59;;11516669.92;;3646215942;8984513313;28017316.59;6600085916;1858645.02;1952750.09;12764556.81;-1788969.11;230497172.9;185960441.1;23782768.3;26857886.59;1
1055961772;;;49843633089999900;233000947;7178804897000000;2956146715;4721658126;2165682968;4209138926;4885110163;;;2854148213;2043432563;1153336.59;1
;21808888.28;2507975876;229151832.1;7198465601;-5066250719;17336242.02;;1386462767;7241091190000000;8367525222999990;-2677766255;19496295.54;;5965033493;17891726.39;1
1030302344;23480953.26;;1721860439;;8787206514;86888176.09;201394.77;2399041308;6763053201;2553851751;-6509856377;229373960.3;977615980.7;60291439.59;33486819.17;1
8230757494;19306820.03;2671686742;8264997891;5155029125;;16205878.8;2502654947;2029619045;29467715119999900;14701647.37;-30379797389999900;236129965.3;260370534.5;20072959.4;;1
6114308108;;2183382594;;;;2251811893;1119871042;1008698282;9801384302;-8984721735;7183570686;10388721.82;14245520.91;15475578.64;;1
7370849012999990;28220101.59;42135157.87;2709299974;2034238.14;30983070239999900;;17525528469999900;11436708.08;14554336.45;7301118475;-32755498010000000;;273887055.3;;27541470.89;1
10525544540000000;15408248.15;27319147389999900;39272693660000000;4615802693;-588802007;24911717.7;1443553043;2160223938;4284558465;11167508.43;-3083806909;52055619.53;30339512.9;7016805208;15057367.71;0
312722015;1426054246;2534174951;6572991632;;-1152163.19;2006301017;1241101058;6694996733;5355105715;-1671473446;-2581648099;12800352.59;19265566.87;1368510388;3066279599;1
;4800914405;8688447385;388319455;5731162216;24372724669999900;8642956832999990;3693922541;14232243369999900;1979243.89;;-4300054259;82296084.2;44256923.04;6877631.7;6995018691000000;1
5253867514;10915404.56;1202153199;4110637686;1329844581;-6034662131;9645493.45;3130826578;2028802875;45459987700000000;9172466281;-7208509601000000;62784596.52;27670159.49;13605303.06;23296596.15;1
5904544471;1474594726;2240577236;1301217551;4151624287;;8698750691;25538733940000000;;2184117649;-8871907924;8888935876;12399553.75;1813031.19;31944058260000000;5609083735;1
30771963030000000;2218506235;2326960752;3643271123;1839186275;8744131808;5363037638;9031917324;;3398203146;-17592774.88;-1243278506;5441133221;;2445931929;6785378933;1
;42105711.61;9919556416000000;;2216445934;-7329204.4;37089899.28;1411761.48;20413030690000000;1762047688;20340339.11;-27764361119999900;224743448.6;277975817.9;27165878.89;36788738.08;1
8987503854;31789567.54;31759265.2;1393050215;3357266.82;3426110341;;3702826288;5919911696;2126534476;15250851.15;-3892597978;268943709.3;360709301.2;28976098.99;24812461.55;1
1531757138;42429093610000000;4788256635;7317429311;1077549825;;3018190236;829097938;6870743635;7463100435;29642200239999900;4513446964;57145014.65;10263589.87;;;1
1531188533;4961181646000000;2759755847;5554544223;958765162;-7277928062000000;3361287189;4263974072;1125542969;8109545929;-7028171067;3487862131;28019436.94;18959303.97;5628502704;9366806999;1
2332782318;59486314.48;5939889021000000;10221735.86;2081351.46;-7667378.44;58228214.08;4347405765;37765623030000000;1061758.61;21519180.84;-1903287378;275598514.4;128731389.9;37723996.59;32556000.51;1
;55720191.05;22764655.42;6796642293;2773505077;-6282343795;70645387.79;;6570245897999990;5362171602;;-6626453816000000;374615687.0;855906056.8;25991959.85;28633442.41;1
6496358249;1601078967;7563463394;;19492302800000000;5960010598999990;5510927232000000;6862343187;8139341238;;24272381119999900;-2079610572;22065548.71;2669942147;2577656465;1956872145;1
58910049139999900;1699855913;8914495681;4760945596;1001931137;8302647223999990;;6567706939;;9240128405;-18076730.62;1530642656;4533316926;7526382096;2692878.9;4195300159;1
19169593190000000;15739437.29;12108761.32;9874287482;3414650.05;34929951089999900;27733732.0;6729438433;2814031559;31535051289999900;5296265.86;;132127510.4;162538891.0;22139791.43;26657935.65;1
9222668972;5064974195;;1834533408;4336556318;-4468254.12;1825044091;209794549;3154406166;6556089.17;-6123183191000000;-2505942803;9052533399;10203767.89;32898790730000000;2190726223;1
4399961202;21334769.94;20213004030000000;4842899326;4348150949;;19154065.49;;7117108707;9126891624;;-16675194119999900;38442659.8;29989312.82;11467059.14;11796695.32;1
1949049691;2025278396;1720596993;;176682.29;3355820625;7867425922;31075880460000000;3138760528;;-14526354.03;1425048907;;5685350.27;24496865209999900;5950845749;1
3871617808;42456988.76;63257228270000000;36830857.67;;-5681532771000000;63258816.34;7251563988;4404310905;1716459861;13999719.28;-8616929253;;;58992129.99;;1
4787733371;21086225.05;6608733874;3887570146;3064769.0;-2384544.34;24134696.09;40445038899999900;1641347158;;5161737776;7498617875;142460946.1;99915901.56;34590834.33;36309160.51;1
1765196457;6910975022999990;;3158781527;;-1516358769;7860781249;;1117753248;6749172637;-10091826.05;7917194664;;74378208.02;35310201.01;33875938.58;1
4963058695;2859907.82;6096298539;3926289416;7449503685;5197287626;7836043981000000;;33749780930000000;9530451509;-8984598.37;-2184018885;;;8492142129;8192359509;1
20660653969999900;6291114.49;17357067.43;4240388817;1362389997;-4009501748;5553112051;2817844418;20383951430000000;15109963.55;-24396346580000000;272828247;;83811724.11;20010356.12;20067563.3;1
1927642668;;4831028322;1518711.96;1739038757;-9862376592;13490776.77;5878554735;1178699009;5249783316000000;3631536191;4308224046;121472616.0;31071504.1;;20938332.7;1
11208705829999900;6066315124;3857393834;3979725495;4324185026;-2057653836;5749839864;7541138624;1448489.58;3629347.0;7139900222;-3112459665;;11797157.97;10242424.5;10302958.17;1
5786378655;7868227873;2572622621;2170109026;13186654840000000;15970722230000000;;;;14411426530000000;-2254819335;-1061556521;37109428.11;76318013.42;18069446.3;19186867.11;1
3866646018;5109235822;1249212242;2935680109;2573801886;7405243421;1637118511;5029378914;2382789675;;-9777878169;-13735011369999900;8422156037999990;9439347346;8571629061;5826002967999990;1
2107996.52;57989653.4;10143968.29;;2268956279;-4303764087;58803153.01;10255906640000000;4554444823;6822250661;26089321.22;-4817955323;283371048.4;;16987364.22;;1
;60518605.59;;8602775657;;-3394061833;70076939.07;1114016012;8361432631;10347105.56;10306659.4;-2052904959;194809744.4;;51706149.63;;1
1449586399;7376121682;60838494;850463464;3911702118;9557181229;;8393472952000000;2328717696;2212835978;-15747731.41;-9959596645;2414492286;2283943536;47892248980000000;1131394.78;1
4491688344;7268558711;3292097675;1989652905;7902678991;-7383788361;14495249.36;3581646835;1215094453;1594004411;;-3216409744;77354803.91;;12555761.02;10547997.09;0
6555547641;9885498327;3837262756;1392914735;;3515385166;11840269.38;1270373755;1255113683;2814870693;11451745.49;-6770889996;34930240.07;24054461.5;2215459971;3862657.02;1
6788069546;12828693.26;12450237.85;1265820875;1450529456;34455169689999900;16517740.48;1031564447;1437538823;;;-7566544685;52682762.98;14851370.42;;19487089.69;1
2672869849;14557565.49;11039457.4;4460080614;;-2448053276;22831693.22;;760261.91;4780981487;-8616166571;-2369752596;62123218.23;239645847.8;20477819.39;32007254.46;1
